county,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)"
31047,7.940430925,1,Nebraska,Dawson County,404.9619772,720.7642586,167,571.9619772,43.81491974,20.6450694,315.8022814,148.8022814,,148.8022814
31049,0.238683128,1,Nebraska,Deuel County,13.17303547,22.39075054,6,19.17303547,41.16751269,14.37073342,9.21771507,3.21771507,,3.21771507
31051,1.170468187,1,Nebraska,Dixon County,46.51440576,98.06182473,17,63.51440576,52.56624493,35.23024282,51.54741897,34.54741897,,34.54741897
31053,10.42138913,0,Nebraska,Dodge County,1036.454519,1139.721011,258,1294.454519,9.060681629,0,103.2664923,-154.7335077,,0
31055,165,0,Nebraska,Douglas County,21007,25379,4588,25595,17.22684109,0,4372,-216,537256,0
31057,0.283903676,1,Nebraska,Dundy County,14.47908745,25.77034221,8,22.47908745,43.81491974,12.77148253,11.29125475,3.291254753,,3.291254753
31059,0.998767967,1,Nebraska,Fillmore County,31.72402464,81.97782341,10,41.72402464,61.30169926,49.10327829,50.25379877,40.25379877,,40.25379877
31061,0.253676471,1,Nebraska,Franklin County,11.86764706,21.27573529,14,25.86764706,44.21980301,0,9.408088235,-4.591911765,,0
31063,0.408111534,1,Nebraska,Frontier County,20.81368821,37.04486692,11,31.81368821,43.81491974,14.12119719,16.23117871,5.231178707,,5.231178707
31065,1.188846641,1,Nebraska,Furnas County,60.63117871,107.913308,37,97.63117871,43.81491974,9.528138345,47.28212928,10.28212928,,10.28212928
31067,6.936755647,1,Nebraska,Gage County,220.3332649,569.3616016,173,393.3332649,61.30169926,30.91679106,349.0283368,176.0283368,,176.0283368
31069,0.111111111,1,Nebraska,Garden County,6.132275132,10.42328042,9,15.13227513,41.16751269,0,4.291005291,-4.708994709,,0
31071,0.224190166,1,Nebraska,Garfield County,16.46935446,22.76392449,27,43.46935446,27.65151515,0,6.29457003,-20.70542997,,0
31073,0.168567807,1,Nebraska,Gosper County,8.596958175,15.30114068,3,11.59695818,43.81491974,24.20853834,6.70418251,3.70418251,,3.70418251
31075,0.035487959,1,Nebraska,Grant County,1.809885932,3.221292776,,1.809885932,43.81491974,43.81491974,1.411406844,1.411406844,,1.411406844
31077,0.236308553,1,Nebraska,Greeley County,17.35958984,23.9944069,6,23.35958984,27.65151515,2.645687646,6.634817059,0.634817059,,0.634817059
31079,17.11722209,0,Nebraska,Hall County,1257.457469,1738.056397,482,1739.457469,27.65151515,0,480.598928,-1.401072011,,0
31081,1.932882778,1,Nebraska,Hamilton County,141.9925425,196.2619436,25,166.9925425,27.65151515,14.91343688,54.26940107,29.26940107,,29.26940107
31083,0.286560458,1,Nebraska,Harlan County,13.40604575,24.03370098,17,30.40604575,44.21980301,0,10.62765523,-6.372344771,,0
31085,0.248415716,1,Nebraska,Hayes County,12.66920152,22.54904943,1,13.66920152,43.81491974,39.38014299,9.879847909,8.879847909,,8.879847909
31087,1.011406844,1,Nebraska,Hitchcock County,51.58174905,91.80684411,5,56.58174905,43.81491974,38.36870268,40.22509506,35.22509506,,35.22509506
31089,1.271604938,1,Nebraska,Holt County,70.18048207,119.2886537,34,104.1804821,41.16751269,12.66522103,49.10817166,15.10817166,,15.10817166
31091,0.053231939,1,Nebraska,Hooker County,2.714828897,4.831939164,,2.714828897,43.81491974,43.81491974,2.117110266,2.117110266,,2.117110266
31093,0.999766954,1,Nebraska,Howard County,73.44441855,101.5147984,23,96.44441855,27.65151515,4.994719927,28.07037987,5.070379865,,5.070379865
31095,1.833675565,1,Nebraska,Jefferson County,58.24332649,150.5061602,24,82.24332649,61.30169926,45.35550811,92.26283368,68.26283368,,68.26283368
31097,1.131416838,1,Nebraska,Johnson County,35.93737166,92.86550308,11,46.93737166,61.30169926,49.45661187,56.92813142,45.92813142,,45.92813142
31099,0.840890523,1,Nebraska,Kearney County,39.33905229,70.52512255,32,71.33905229,44.21980301,0,31.18607026,-0.813929739,,0
31101,2.839036755,1,Nebraska,Keith County,144.7908745,257.7034221,24,168.7908745,43.81491974,34.50188857,112.9125475,88.91254753,,88.91254753
31103,0.061728395,1,Nebraska,Keya Paha County,3.406819518,5.790711346,,3.406819518,41.16751269,41.16751269,2.383891828,2.383891828,,2.383891828
31105,0.79835391,1,Nebraska,Kimball County,44.06153243,74.89320008,7,51.06153243,41.16751269,31.82086975,30.83166765,23.83166765,,23.83166765
31107,2.295918367,1,Nebraska,Knox County,91.23979592,192.3520408,45,136.2397959,52.56624493,29.17164001,101.1122449,56.1122449,,56.1122449
31109,67,0,Nebraska,Lancaster County,11089,12911,1905,12994,14.11199752,0,1822,-83,297036,0
31111,14.23954373,0,Nebraska,Lincoln County,726.21673,1292.543726,385,1111.21673,43.81491974,14.02869338,566.3269962,181.3269962,,181.3269962
31113,0.079847909,1,Nebraska,Logan County,4.072243346,7.247908745,,4.072243346,43.81491974,43.81491974,3.175665399,3.175665399,,3.175665399
31115,0.042414356,1,Nebraska,Loup County,3.115823817,4.306688418,,3.115823817,27.65151515,27.65151515,1.1908646,1.1908646,,1.1908646
31117,0.044359949,1,Nebraska,McPherson County,2.262357414,4.02661597,,2.262357414,43.81491974,43.81491974,1.764258555,1.764258555,,1.764258555
31119,13.1077431,0,Nebraska,Madison County,520.9017107,1098.166717,322,842.9017107,52.56624493,23.24464966,577.265006,255.265006,,255.265006
31121,2.060125845,1,Nebraska,Merrick County,151.340014,209.1820089,28,179.340014,27.65151515,14.26604278,57.84199487,29.84199487,,29.84199487
31123,0.674897119,1,Nebraska,Morrill County,37.2478934,63.31177739,20,57.2478934,41.16751269,9.577813545,26.06388399,6.06388399,,6.06388399
31125,1.110444178,1,Nebraska,Nance County,44.12905162,93.03301321,20,64.12905162,52.56624493,31.06849987,48.90396159,28.90396159,,28.90396159
31127,2.395482546,1,Nebraska,Nemaha County,76.08809035,196.6186858,45,121.0880904,61.30169926,38.4147596,120.5305955,75.53059548,,75.53059548
31129,0.460375817,1,Nebraska,Nuckolls County,21.5375817,38.61151961,18,39.5375817,44.21980301,0,17.07393791,-0.926062092,,0
31131,5.298151951,1,Nebraska,Otoe County,168.286037,434.8667351,79,247.286037,61.30169926,43.13521431,266.5806982,187.5806982,,187.5806982
31133,0.585215606,1,Nebraska,Pawnee County,18.58829569,48.0338809,27,45.58829569,61.30169926,5.091375441,29.44558522,2.445585216,,2.445585216
31135,0.550063371,1,Nebraska,Perkins County,28.05323194,49.93003802,7,35.05323194,43.81491974,29.79530293,21.87680608,14.87680608,,14.87680608
31137,1.395220588,1,Nebraska,Phelps County,65.27205882,117.0165441,56,121.2720588,44.21980301,0,51.74448529,-4.255514706,,0
31139,0.81032413,1,Nebraska,Pierce County,32.20228091,67.88895558,10,42.20228091,52.56624493,37.8363085,35.68667467,25.68667467,,25.68667467
31141,8.028211285,1,Nebraska,Platte County,319.0411165,672.6035414,145,464.0411165,52.56624493,31.00822582,353.562425,208.562425,,208.562425
31143,0.959753593,1,Nebraska,Polk County,30.48480493,78.77556468,10,40.48480493,61.30169926,48.60740752,48.29075975,38.29075975,,38.29075975
31145,4.799746515,1,Nebraska,Red Willow County,244.7870722,435.6798479,104,348.7870722,43.81491974,19.94418059,190.8927757,86.89277567,,86.89277567
31147,1.896098563,1,Nebraska,Richardson County,60.22607803,155.6297741,44,104.226078,61.30169926,33.0294742,95.4036961,51.4036961,,51.4036961
31149,0.049382716,1,Nebraska,Rock County,2.725455614,4.632569077,11,13.72545561,41.16751269,0,1.907113463,-9.092886537,,0
31151,6.445174538,1,Nebraska,Saline County,204.7190965,529.0131417,35,239.7190965,61.30169926,54.68560653,324.2940452,289.2940452,,289.2940452
31153,22,0,Nebraska,Sarpy County,1966,3483,562,2528,43.55440712,27.41889176,1517,955,169331,955
31155,3.228712584,1,Nebraska,Saunders County,321.1101424,353.1037489,63,384.1101424,9.060681629,0,31.99360651,-31.00639349,,0
31157,8.526748971,1,Nebraska,Scotts Bluff County,470.5953361,799.8902606,262,732.5953361,41.16751269,8.413019619,329.2949246,67.29492455,,67.29492455
31159,3.831211499,1,Nebraska,Seward County,121.6913758,314.461807,45,166.6913758,61.30169926,46.99153536,192.7704312,147.7704312,,147.7704312
31161,0.864197531,1,Nebraska,Sheridan County,47.69547325,81.06995885,15,62.69547325,41.16751269,22.66497462,33.3744856,18.3744856,,18.3744856
31163,0.369610813,1,Nebraska,Sherman County,27.15217898,37.52971335,11,38.15217898,27.65151515,0,10.37753437,-0.622465626,,0
31165,0.074074074,1,Nebraska,Sioux County,4.088183422,6.948853616,,4.088183422,41.16751269,41.16751269,2.860670194,2.860670194,,2.860670194
31167,0.6227491,1,Nebraska,Stanton County,24.74804922,52.17391957,8,32.74804922,52.56624493,37.23291351,27.42587035,19.42587035,,19.42587035
31169,0.764681725,1,Nebraska,Thayer County,24.28870637,62.76427105,9,33.28870637,61.30169926,46.96233094,38.47556468,29.47556468,,29.47556468
31171,0.088719899,1,Nebraska,Thomas County,4.524714829,8.053231939,,4.524714829,43.81491974,43.81491974,3.52851711,3.52851711,,3.52851711
31173,1.493097239,1,Nebraska,Thurston County,59.33568427,125.0916867,21,80.33568427,52.56624493,35.77855858,65.7560024,44.7560024,,44.7560024
31175,1.114891634,1,Nebraska,Valley County,81.90165463,113.2043813,39,120.9016546,27.65151515,0,31.30272664,-7.697273363,,0
31177,4.059866318,1,Nebraska,Washington County,403.7721593,444.0017437,71,474.7721593,9.060681629,0,40.22958442,-30.77041558,,0
31179,2.776110444,1,Nebraska,Wayne County,110.3226291,232.582533,24,134.3226291,52.56624493,42.2473273,122.259904,98.25990396,,98.25990396
31181,0.338235294,1,Nebraska,Webster County,15.82352941,28.36764706,23,38.82352941,44.21980301,0,12.54411765,-10.45588235,,0
31183,0.06665113,1,Nebraska,Wheeler County,4.89629457,6.767653228,,4.89629457,27.65151515,27.65151515,1.871358658,1.871358658,,1.871358658
31185,3.558110883,1,Nebraska,York County,113.0168378,292.0459959,135,248.0168378,61.30169926,15.07610401,179.0291581,44.02915811,,44.02915811
32001,8.410636106,1,Nevada,Churchill County,244.423384,764.8529488,51,295.423384,68.04308797,61.37513957,520.4295648,469.4295648,,469.4295648
32003,583,0,Nevada,Clark County,58712,65734,8125,66837,10.68244744,0,7022,-1103,2027868,0
32005,10.97795991,0,Nevada,Douglas County,919.5348322,1124.979511,136,1055.534832,18.26208178,6.172972718,205.4446783,69.44467826,,69.44467826
32007,11.62219933,0,Nevada,Elko County,337.7553438,1056.908576,32,369.7553438,68.04308797,65.01538995,719.153232,687.153232,,687.153232
32009,0.485835694,1,Nevada,Esmeralda County,14.11898017,44.18130312,,14.11898017,68.04308797,68.04308797,30.06232295,30.06232295,,30.06232295
32011,0.170357971,1,Nevada,Eureka County,4.950811228,15.49214525,,4.950811228,68.04308797,68.04308797,10.54133402,10.54133402,,10.54133402
32013,3.861447335,1,Nevada,Humboldt County,112.2183878,351.1552923,6,118.2183878,68.04308797,66.33444222,238.9369045,232.9369045,,232.9369045
32015,0.965361834,1,Nevada,Lander County,28.05459696,87.78882308,29,57.05459696,68.04308797,35.00927002,59.73422611,30.73422611,,30.73422611
32017,1.18619624,1,Nevada,Lincoln County,34.47231522,107.8712336,16,50.47231522,68.04308797,53.21058864,73.39891836,57.39891836,,57.39891836
32019,12.43858678,0,Nevada,Lyon County,1041.879721,1274.658988,53,1094.879721,18.26208178,14.10410695,232.7792668,179.7792668,,179.7792668
32021,0.908575843,1,Nevada,Mineral County,26.40432655,82.62477466,9,35.40432655,68.04308797,57.15047128,56.22044811,47.22044811,,47.22044811
32023,17.74877672,0,Nevada,Nye County,515.8011847,1614.052022,86,601.8011847,68.04308797,62.714883,1098.250837,1012.250837,,1012.250837
32027,1.501673963,1,Nevada,Pershing County,43.64048416,136.5603915,1,44.64048416,68.04308797,67.31081122,92.91990729,91.91990729,,91.91990729
32029,0.093033559,1,Nevada,Storey County,7.79266807,9.533724665,1,8.79266807,18.26208178,7.773001859,1.741056595,0.741056595,,0.741056595
32031,151,0,Nevada,Washoe County,13392,16449,2470,15862,18.5847164,3.568605994,3057,587,433731,587
32033,2.138938965,1,Nevada,White Pine County,62.16018542,194.5124903,3,65.16018542,68.04308797,66.50077056,132.3523049,129.3523049,,129.3523049
32510,18.49041976,0,Nevada,Carson City,1548.792779,1894.827777,430,1978.792779,18.26208178,0,346.0349983,-83.96500166,,0
33001,9.518297237,1,New Hampshire,Belknap County,888.5330471,1423.937267,457,1345.533047,37.60026738,5.506156866,535.4042196,78.40421957,,78.40421957
33003,7.209179852,1,New Hampshire,Carroll County,673.323976,1080.040817,192,865.323976,37.65754356,19.88043765,406.7168413,214.7168413,,214.7168413
33005,14.32716335,0,New Hampshire,Cheshire County,1530.959741,2389.907296,620,2150.959741,35.94062232,9.998193467,858.9475551,238.9475551,76610,238.9475551
33007,12.66687559,0,New Hampshire,Coos County,712.2908179,1196.872454,511,1223.290818,40.48732464,0,484.5816359,-26.41836415,,0
33009,30.33312441,0,New Hampshire,Grafton County,1705.709182,2866.127546,453,2158.709182,40.48732464,24.68202663,1160.418364,707.4183642,89629,707.4183642
33011,100.8185932,0,New Hampshire,Hillsborough County,7903.591938,12114.29371,4251,12154.59194,34.75812846,0,4210.701769,-40.29823118,403985,0
33013,33.51248238,0,New Hampshire,Merrimack County,2380.071246,4376.676455,1252,3632.071246,45.61920968,17.01302841,1996.605209,744.6052086,146849,744.6052086
33015,36.77822035,0,New Hampshire,Rockingham County,3876.031388,5590.18684,1471,5347.031388,30.66365223,4.349683801,1714.155451,243.1554514,299134,243.1554514
33017,24.16322702,0,New Hampshire,Strafford County,2270.448405,3680.864916,1537,3807.448405,38.31752978,0,1410.41651,-126.5834897,124593,0
33019,6.67283665,1,New Hampshire,Sullivan County,713.0402591,1113.092704,430,1143.040259,35.94062232,0,400.0524449,-29.94755514,,0
34001,93.83743696,0,New Jersey,Atlantic County,6634.660932,10240.7345,3799,10433.66093,35.21303642,0,3606.073569,-192.9264313,275862,0
34003,206,0,New Jersey,Bergen County,21692,27869,6212,27904,22.16441207,0,6177,-35,925328,0
34005,63,0,New Jersey,Burlington County,3650,5024,856,4506,27.34872612,10.31050955,1374,518,450838,518
34007,191,0,New Jersey,Camden County,17813,25009,6814,24627,28.77364149,1.527450118,7196,382,512854,382
34009,32.16256304,0,New Jersey,Cape May County,1127.339069,2675.2655,660,1787.339069,57.86066585,33.19021725,1547.926431,887.9264313,95897,887.9264313
34011,51.29105741,0,New Jersey,Cumberland County,4141.761121,6849.158843,2740,6881.761121,39.52890836,0,2707.397722,-32.60227797,157332,0
34013,472,0,New Jersey,Essex County,34156,54178,20850,55006,36.95595998,0,20022,-828,789565,0
34015,57,0,New Jersey,Gloucester County,5361,6137,2239,7600,12.64461463,0,776,-1463,290265,0
34017,338,0,New Jersey,Hudson County,31354,43371,15057,46411,27.70745429,0,12017,-3040,660282,0
34019,20,0,New Jersey,Hunterdon County,550,1679,386,936,67.24240619,44.25253127,1129,743,126250,743
34021,107,0,New Jersey,Mercer County,9400,16137,5015,14415,41.74877611,10.67112846,6737,1722,370414,1722
34023,246,0,New Jersey,Middlesex County,24399,31528,6439,30838,22.61164679,2.18853083,7129,690,828919,690
34025,139,0,New Jersey,Monmouth County,11262,14934,5834,17096,24.58818803,0,3672,-2162,629672,0
34027,61,0,New Jersey,Morris County,4638,7992,2100,6738,41.96696697,15.69069069,3354,1254,499397,1254
34029,114,0,New Jersey,Ocean County,12199,14416,3597,15796,15.37874584,0,2217,-1380,583414,0
34031,249,0,New Jersey,Passaic County,22674,27665,7747,30421,18.04084583,0,4991,-2756,505672,0
34033,23.70894259,0,New Jersey,Salem County,1228.23888,2281.841158,859,2087.23888,46.17334009,8.528300813,1053.602278,194.602278,65166,194.602278
34035,45,0,New Jersey,Somerset County,4236,5730,1363,5599,26.07329843,2.286212915,1494,131,330585,131
34037,27,0,New Jersey,Sussex County,1241,2257,588,1829,45.01550731,18.96322552,1016,428,145992,428
34039,171,0,New Jersey,Union County,19018,24905,5393,24411,23.63782373,1.983537442,5887,494,548256,494
34041,36,0,New Jersey,Warren County,3315,4246,981,4296,21.92651908,0,931,-50,107379,0
35001,181.601807,0,New Mexico,Bernalillo County,21452.73734,28141.03098,5499,26951.73734,23.76705263,4.226190732,6688.293643,1189.293643,674221,1189.293643
35003,0.325289804,1,New Mexico,Catron County,24.29264254,34.75396262,5,29.29264254,30.10108574,15.71423709,10.46132009,5.461320085,,5.461320085
35005,16.87564234,0,New Mexico,Chaves County,1221.314344,2399.23418,455,1676.314344,49.09565916,30.13127445,1177.919836,722.9198356,65823,722.9198356
35006,18.66463208,0,New Mexico,Cibola County,571.2021024,1120.521533,116,687.2021024,49.02354968,38.67122743,549.3194303,433.3194303,,433.3194303
35007,3.517381331,1,New Mexico,Colfax County,358.9998235,473.3714487,111,469.9998235,24.16107383,0.712257828,114.3716252,3.371625199,,3.371625199
35009,16.4709723,0,New Mexico,Curry County,1681.101818,2216.674078,444,2125.101818,24.16107383,4.131065607,535.5722605,91.57226046,,91.57226046
35011,0.142226928,1,New Mexico,De Baca County,14.51632257,19.14099171,32,46.51632257,24.16107383,0,4.624669137,-27.37533086,,0
35013,38,0,New Mexico,Do–a Ana County,3627,6115,910,4537,40.68683565,25.80539657,2488,1578,213460,1578
35015,8.505336179,1,New Mexico,Eddy County,672.3940768,1146.33031,315,987.3940768,41.34377576,13.86478499,473.9362327,158.9362327,,158.9362327
35017,8.262361013,1,New Mexico,Grant County,617.0331204,882.7506506,271,888.0331204,30.10108574,0,265.7175302,-5.282469837,,0
35019,0.552496912,1,New Mexico,Guadalupe County,56.39032998,74.35539086,83,139.39033,24.16107383,0,17.96506088,-65.03493912,,0
35021,0.060172931,1,New Mexico,Harding County,6.141521087,8.098111876,,6.141521087,24.16107383,24.16107383,1.956590789,1.956590789,,1.956590789
35023,1.413532056,1,New Mexico,Hidalgo County,105.5625739,151.0217649,78,183.5625739,30.10108574,0,45.45919092,-32.54080908,,0
35025,9.494663821,1,New Mexico,Lea County,750.6059232,1279.669691,335,1085.605923,41.34377576,15.16514526,529.0637673,194.0637673,68062,194.0637673
35027,2.723535457,1,New Mexico,Lincoln County,197.1061518,387.2089267,45,242.1061518,49.09565916,37.47402627,190.1027749,145.1027749,,145.1027749
35028,5.246619692,1,New Mexico,Los Alamos County,406.4031613,544.4941916,49,455.4031613,25.3613413,16.36216357,138.0910303,89.09103028,,89.09103028
35029,5.760586705,1,New Mexico,Luna County,430.2006151,615.4610835,244,674.2006151,30.10108574,0,185.2604684,-58.73953158,,0
35031,28.87216005,0,New Mexico,McKinley County,883.5876568,1733.325195,270,1153.587657,49.02354968,33.44655347,849.7375382,579.7375382,73308,579.7375382
35033,0.685583698,1,New Mexico,Mora County,53.10531327,71.14987621,9,62.10531327,25.3613413,12.7119869,18.04456294,9.04456294,,9.04456294
35035,15.4008222,0,New Mexico,Otero County,1114.579504,2189.556893,177,1291.579504,49.09565916,41.01183177,1074.97739,897.9773895,65616,897.9773895
35037,1.400388213,1,New Mexico,Quay County,142.9299453,188.4651491,118,260.9299453,24.16107383,0,45.53520381,-72.46479619,,0
35039,10.72176728,0,New Mexico,Rio Arriba County,830.5080937,1112.705009,157,987.5080937,25.3613413,11.25158186,282.1969149,125.1969149,,125.1969149
35041,8.068643021,1,New Mexico,Roosevelt County,823.5221458,1085.883183,46,869.5221458,24.16107383,19.92489072,262.3610376,216.3610376,,216.3610376
35043,23,0,New Mexico,Sandoval County,2291,2716,114,2405,15.64801178,11.45066274,425,311,136575,311
35045,22.46320787,0,New Mexico,San Juan County,1640.210241,2555.153272,347,1987.210241,35.80775531,22.22735668,914.9430315,567.9430315,126503,567.9430315
35047,15.31136926,0,New Mexico,San Miguel County,1186.018663,1589.013902,213,1399.018663,25.3613413,11.95680156,402.995239,189.995239,,189.995239
35049,47,0,New Mexico,Santa Fe County,1714,4141,1058,2772,58.60903164,33.05964743,2427,1369,147423,1369
35051,3.211497516,1,New Mexico,Sierra County,239.8346345,343.1163946,173,412.8346345,30.10108574,0,103.2817601,-69.71823989,,0
35053,3.312041637,1,New Mexico,Socorro County,247.3432695,353.8585285,103,350.3432695,30.10108574,0.993408033,106.5152591,3.515259049,,3.515259049
35055,18.03466007,0,New Mexico,Taos County,1396.964769,1871.637022,256,1652.964769,25.3613413,11.6834755,474.6722529,218.6722529,,218.6722529
35057,2.71469127,1,New Mexico,Torrance County,202.7331441,290.0376153,50,252.7331441,30.10108574,12.86194248,87.30447126,37.30447126,,37.30447126
35059,0.78771837,1,New Mexico,Union County,80.39809423,106.0116464,14,94.39809423,24.16107383,10.95497763,25.61355214,11.61355214,,11.61355214
35061,15.39819297,0,New Mexico,Valencia County,1170.262665,2268.969022,219,1389.262665,48.42315369,38.77119292,1098.706357,879.7063569,76284,879.7063569
36001,111,0,New York,Albany County,9735,14381,4182,13917,32.30651554,3.226479383,4646,464,306945,464
36003,24.6908976,0,New York,Allegany County,1060.603034,1341.78445,89,1149.603034,20.95578138,14.32282331,281.1814159,192.1814159,,192.1814159
36005,1200,0,New York,Bronx County,101314,162815,73015,174329,37.77354666,0,61501,-11514,,0
36007,78.96148487,0,New York,Broome County,6869.935255,8329.325009,1027,7896.935255,17.52110468,5.191173999,1459.389754,432.3897542,197534,432.3897542
36009,42.3091024,0,New York,Cattaraugus County,1817.396966,2299.21555,413,2230.396966,20.95578138,2.993133205,481.8185841,68.81858407,78892,68.81858407
36011,28.4570273,0,New York,Cayuga County,1631.832659,2306.797776,546,2177.832659,29.25983038,5.590655481,674.9651163,128.9651163,79477,128.9651163
36013,52,0,New York,Chautauqua County,3378,4565,1066,4444,26.00219058,2.65060241,1187,121,133080,121
36015,28.92805226,0,New York,Chemung County,2321.495898,3078.53346,837,3158.495898,24.59085054,0,757.0375621,-79.96243795,88506,0
36017,24.12513721,0,New York,Chenango County,757.7080132,1311.692645,250,1007.708013,42.23433243,23.17498946,553.9846323,303.9846323,,303.9846323
36019,36.91404959,0,New York,Clinton County,2449.166942,3000.202755,691,3140.166942,18.36661912,0,551.0358127,-139.9641873,81591,0
36021,18.13581891,0,New York,Columbia County,1114.575614,1574.189081,452,1566.575614,29.19684003,0.483643792,459.6134678,7.613467757,,7.613467757
36023,32.01454986,0,New York,Cortland County,1778.759624,3114.000606,285,2063.759624,42.87863591,33.72642189,1335.240982,1050.240982,,1050.240982
36025,25.90340285,0,New York,Delaware County,813.5587267,1408.377607,259,1072.558727,42.23433243,23.84437801,594.8188804,335.8188804,,335.8188804
36027,73,0,New York,Dutchess County,6060,7689,2400,8460,21.18611003,0,1629,-771,296916,0
36029,306,0,New York,Erie County,27992,37028,11038,39030,24.40315437,0,9036,-2002,919866,0
36031,14.17256198,0,New York,Essex County,940.3186777,1151.88011,156,1096.318678,18.36661912,4.823543007,211.5614325,55.56143251,,55.56143251
36033,17.41917355,0,New York,Franklin County,1155.724298,1415.749642,453,1608.724298,18.36661912,0,260.0253444,-192.9746556,,0
36035,17.42528736,0,New York,Fulton County,1084.179598,1356.449713,379,1463.179598,20.07226014,0,272.2701149,-106.7298851,,0
36037,19.95533173,0,New York,Genesee County,1287.742501,1592.684914,573,1860.742501,19.14643696,0,304.942413,-268.057587,,0
36039,16.86418109,0,New York,Greene County,1036.424387,1463.810919,178,1214.424387,29.19684003,17.03679957,427.3865322,249.3865322,,249.3865322
36041,0.494214876,1,New York,Hamilton County,32.79008265,40.16749311,11,43.79008265,18.36661912,0,7.377410468,-3.622589532,,0
36043,33.63246326,0,New York,Herkimer County,2199.565056,2991.315514,550,2749.565056,26.46830313,8.081743857,791.7504578,241.7504578,,241.7504578
36045,42.30103806,0,New York,Jefferson County,2018.993296,3338.25692,1297,3315.993296,39.51953538,0.66692364,1319.263625,22.26362457,119504,22.26362457
36047,1878,0,New York,Kings County,144657,218095,78781,223438,33.67248218,0,73438,-5343,,0
36049,5.698961938,1,New York,Lewis County,272.0067042,449.7430796,100,372.0067042,39.51953538,17.28461848,177.7363754,77.73637543,,77.73637543
36051,19.19113082,0,New York,Livingston County,938.508204,1761.869623,321,1259.508204,46.7322558,28.51297352,823.3614191,502.3614191,64705,502.3614191
36053,8.985450136,1,New York,Madison County,499.2403759,873.9993938,506,1005.240376,42.87863591,0,374.7590179,-131.2409821,72382,0
36055,306,0,New York,Monroe County,29146,36064,8057,37203,19.18256433,0,6918,-1139,749606,0
36057,14.57471264,0,New York,Montgomery County,906.8204023,1134.550287,542,1448.820402,20.07226014,0,227.7298851,-314.2701149,,0
36059,211,0,New York,Nassau County,21186,29563,7067,28253,28.3360958,4.431214694,8377,1310,1352146,1310
36061,811,0,New York,New York County,76397,131385,58147,134544,41.85257069,0,54988,-3159,8405837,0
36063,77,0,New York,Niagara County,4325,8991,2311,6636,51.89634079,26.19285953,4666,2355,214249,2355
36065,90.61448145,0,New York,Oneida County,6635.909435,8599.855001,2528,9163.909435,22.83696138,0,1963.945566,-564.0544345,233585,0
36067,215.5429727,0,New York,Onondaga County,14873.16734,20463.20222,4678,19551.16734,27.31749812,4.456950939,5590.034884,912.0348837,468387,912.0348837
36069,32.60060013,0,New York,Ontario County,2309.627132,2929.874447,773,3082.627132,21.16975749,0,620.2473152,-152.7526848,109103,0
36071,108,0,New York,Orange County,10804,12618,3383,14187,14.37628784,0,1814,-1569,375592,0
36073,12.04466827,0,New York,Orleans County,777.2574995,961.3150865,277,1054.2575,19.14643696,0,184.057587,-92.94241296,,0
36075,53,0,New York,Oswego County,4292,5188,872,5164,17.27062452,0.462606014,896,24,121165,24
36077,25.79476237,0,New York,Otsego County,1270.699127,1726.406596,189,1459.699127,26.39630025,15.44870537,455.7074685,266.7074685,,266.7074685
36079,13.48640681,0,New York,Putnam County,584.7320668,1223.409761,298,882.7320668,52.20472441,27.84657316,638.6776941,340.6776941,99645,340.6776941
36081,927,0,New York,Queens County,92720,116492,21719,114439,20.40655152,1.76235278,23772,2053,,2053
36083,59,0,New York,Rensselaer County,4790,6658,1985,6775,28.05647342,0,1868,-117,159918,0
36085,135,0,New York,Richmond County,12244,18608,6245,18489,34.20034394,0.639509888,6364,119,,119
36087,117,0,New York,Rockland County,9427,12834,4425,13852,26.5466729,0,3407,-1018,320903,0
36089,46,0,New York,St. Lawrence County,2817,3647,841,3658,22.75843159,0,830,-11,111963,0
36091,36,0,New York,Saratoga County,3009,4715,1249,4258,36.18239661,9.692470838,1706,457,223865,457
36093,63,0,New York,Schenectady County,5806,7389,2320,8126,21.42373799,0,1583,-737,155333,0
36095,10.95829292,0,New York,Schoharie County,539.8263822,733.4228904,200,739.8263822,26.39630025,0,193.5965082,-6.403491756,,0
36097,6.911399101,1,New York,Schuyler County,246.8987041,448.9468395,46,292.8987041,45.0049132,34.75871121,202.0481354,156.0481354,,156.0481354
36099,11.01354801,0,New York,Seneca County,801.6076968,989.4333399,106,907.6076968,18.98315283,8.269950055,187.825643,81.82564304,,81.82564304
36101,45.16054864,0,New York,Steuben County,1995.605398,3289.5197,646,2641.605398,39.33444455,19.69631927,1293.914303,647.9143025,98650,647.9143025
36103,209,0,New York,Suffolk County,22389,30137,7070,29459,25.70926104,2.24972625,7748,678,1499738,678
36105,25.71496578,0,New York,Sullivan County,2465.611425,2877.8072,778,3243.611425,14.32325887,0,412.1957751,-365.8042249,76665,0
36107,11.00997506,0,New York,Tioga County,880.798005,998.6047382,156,1036.798005,11.79713341,0,117.8067332,-38.19326683,,0
36109,40,0,New York,Tompkins County,3844,5390,1080,4924,28.68274583,8.645640074,1546,466,103617,466
36111,45.28503422,0,New York,Ulster County,3327.388575,4486.1928,1494,4821.388575,25.83045974,0,1158.804225,-335.1957751,180998,0
