l30_4,county,countyname,pop2011_13,state_flag,Avg_ELITotal_11_13,Avg_Units_11_13,Avg_units_hud_12_13,Avg_Units_No_Assist_11_13,Gap_11_to_13,Gap_11_to_13_No_Assist,per100,per100_No_Assist,State_Avg_ELITotal_11_13,State_Avg_Units_11_13,State_Avg_units_hud_12_13,State_Avg_Units_No_Assist_11_13,State_Gap_11_to_13,State_Gap_11_to_13_No_Assist,State_per100,State_per100_No_Assist
12600,28141,Tishomingo County,,1,,,,,,,,,10590.98337,4706.929382,2709.5,1997.429382,5884.053993,8593.553993,44.44279833,18.85971596
14000,28143,Tunica County,,1,,,,,,,,,10590.98337,4706.929382,2709.5,1997.429382,5884.053993,8593.553993,44.44279833,18.85971596
13850,28145,Union County,27488,0,780.4790258,421.5144132,108.5,313.0144132,358.9646126,467.4646126,54.00714167,40.10542281,,,,,,,,
12600,28147,Walthall County,,1,,,,,,,,,10590.98337,4706.929382,2709.5,1997.429382,5884.053993,8593.553993,44.44279833,18.85971596
17050,28149,Warren County,48193,0,2206.445299,1122.71375,659.5,463.2137495,1083.73155,1743.23155,50.8833711,20.99366568,,,,,,,,
12600,28151,Washington County,50077,0,2697.437707,897.426734,680,217.426734,1800.010973,2480.010973,33.26959995,8.060491388,,,,,,,,
12600,28153,Wayne County,20614,0,194.2843506,137.2484816,101.5,35.74848164,57.035869,158.535869,70.64309667,18.40008293,,,,,,,,
13950,28155,Webster County,,1,,,,,,,,,10590.98337,4706.929382,2709.5,1997.429382,5884.053993,8593.553993,44.44279833,18.85971596
12600,28157,Wilkinson County,,1,,,,,,,,,10590.98337,4706.929382,2709.5,1997.429382,5884.053993,8593.553993,44.44279833,18.85971596
12700,28159,Winston County,,1,,,,,,,,,10590.98337,4706.929382,2709.5,1997.429382,5884.053993,8593.553993,44.44279833,18.85971596
12600,28161,Yalobusha County,,1,,,,,,,,,10590.98337,4706.929382,2709.5,1997.429382,5884.053993,8593.553993,44.44279833,18.85971596
12600,28163,Yazoo County,28107,0,1187.472038,422.2234056,422,0.223405591,765.2486321,1187.248632,35.55649246,0.018813545,,,,,,,,
15050,29001,Adair County,25560,0,1527.14393,546.6991644,190,356.6991644,980.4447654,1170.444765,35.7987976,23.35727219,,,,,,,,
17750,29003,Andrew County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
16850,29005,Atchison County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
16100,29007,Audrain County,25610,0,568.7732502,295.9858705,235.5,60.48587046,272.7873797,508.2873797,52.03934439,10.63444359,,,,,,,,
14450,29009,Barry County,35557,0,677.2128943,245.7287462,13,232.7287462,431.484148,444.484148,36.28530235,34.36566967,,,,,,,,
14900,29011,Barton County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
16100,29013,Bates County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29015,Benton County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
16500,29017,Bollinger County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
19600,29019,Boone County,168383,0,10416.33333,1681.666667,1065,616.6666667,8734.666667,9799.666667,16.14451662,5.920189446,,,,,,,,
17750,29021,Buchanan County,89603,0,3653.802948,683.8086159,796,0,2969.994332,3653.802948,18.71498342,0,,,,,,,,
14450,29023,Butler County,43079,0,1847.284383,664.6137172,411.5,253.1137172,1182.670666,1594.170666,35.97787775,13.70193563,,,,,,,,
21350,29025,Caldwell County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
18850,29027,Callaway County,44336,0,842.3375475,514.6050368,241.5,273.1050368,327.7325108,569.2325108,61.0924965,32.42227983,,,,,,,,
15900,29029,Camden County,43773,0,815.6685225,242.4239561,32,210.4239561,573.2445664,605.2445664,29.72089144,25.79772913,,,,,,,,
16500,29031,Cape Girardeau County,76941,0,2322.314175,653.4125082,618,35.4125082,1668.901667,2286.901667,28.13626663,1.524880164,,,,,,,,
16250,29033,Carroll County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29035,Carter County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
21350,29037,Cass County,100281,0,2211.626034,847.7611102,547,300.7611102,1363.864924,1910.864924,38.33202798,13.59909431,,,,,,,,
14450,29039,Cedar County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
17100,29041,Chariton County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15950,29043,Christian County,79805,0,1550.753544,409.5346168,49.5,360.0346168,1141.218927,1190.718927,26.40874937,23.2167528,,,,,,,,
16000,29045,Clark County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
21350,29047,Clay County,227741,0,5330.763602,1421.88193,1505,0,3908.881672,5330.763602,26.67313795,0,,,,,,,,
21350,29049,Clinton County,20594,0,484.7004849,155.0966502,104,51.09665024,329.6038347,433.6038347,31.99845163,10.54190203,,,,,,,,
20450,29051,Cole County,76535,0,2136.087227,1308.638628,656.5,652.1386276,827.4485992,1483.948599,61.26335157,30.5295879,,,,,,,,
16650,29053,Cooper County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
17600,29055,Crawford County,24715,0,675.9003292,294.9313033,101,193.9313033,380.9690259,481.9690259,43.63532471,28.69229307,,,,,,,,
14450,29057,Dade County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29059,Dallas County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15050,29061,Daviess County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
17750,29063,DeKalb County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29065,Dent County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29067,Douglas County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29069,Dunklin County,31884,0,1596.093462,669.889656,504,165.889656,926.2038063,1430.203806,41.97057828,10.39348008,,,,,,,,
20750,29071,Franklin County,101629,0,2378.644713,1043.511265,291.5,752.0112648,1335.133449,1626.633449,43.86999281,31.61511514,,,,,,,,
15800,29073,Gasconade County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14800,29075,Gentry County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15950,29077,Greene County,280591,0,11925.57161,2498.36135,1550,948.3613503,9427.210261,10977.21026,20.94961509,7.952334539,,,,,,,,
14650,29079,Grundy County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15250,29081,Harrison County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14800,29083,Henry County,22133,0,632.3144407,221.4822333,154,67.48223333,410.8322073,564.8322073,35.02722998,10.67225877,,,,,,,,
14450,29085,Hickory County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15400,29087,Holt County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
19600,29089,Howard County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29091,Howell County,40588,0,1892.932016,797.9151104,350,447.9151104,1095.016906,1445.016906,42.15233846,23.66250381,,,,,,,,
14450,29093,Iron County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
21350,29095,Jackson County,677502,0,37534.89703,12506.5879,9516,2990.587904,25028.30913,34544.30913,33.319894,7.967486633,,,,,,,,
15200,29097,Jasper County,116594,0,4417.904912,1139.638386,862,277.6383864,3278.266525,4140.266525,25.79590121,6.28439027,,,,,,,,
20750,29099,Jefferson County,220443,0,4532.978435,2199.439972,888,1311.439972,2333.538464,3221.538464,48.52085672,28.93108781,,,,,,,,
18150,29101,Johnson County,54177,0,2512.788856,600.2023264,144,456.2023264,1912.58653,2056.58653,23.8859037,18.15521926,,,,,,,,
14450,29103,Knox County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29105,Laclede County,35555,0,1049.662525,314.1987944,195.5,118.6987944,735.4637308,930.9637308,29.93331541,11.30828162,,,,,,,,
21350,29107,Lafayette County,33094,0,920.7036813,238.4407596,231,7.440759616,682.2629216,913.2629216,25.8976655,0.808160081,,,,,,,,
14750,29109,Lawrence County,38402,0,914.8981754,373.7623504,122,251.7623504,541.135825,663.135825,40.85289056,27.51807328,,,,,,,,
15550,29111,Lewis County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
20750,29113,Lincoln County,53435,0,1163.32451,511.8066996,322,189.8066996,651.5178105,973.5178105,43.99517892,16.31588589,,,,,,,,
15350,29115,Linn County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
17000,29117,Livingston County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14250,29119,McDonald County,22772,0,524.615064,190.6316497,68,122.6316497,333.9834143,401.9834143,36.33743344,23.37554868,,,,,,,,
15350,29121,Macon County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29123,Madison County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15500,29125,Maries County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
16550,29127,Marion County,28834,0,869.7854235,345.9205668,373.5,0,523.8648567,869.7854235,39.77079375,0,,,,,,,,
14450,29129,Mercer County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29131,Miller County,24920,0,514.6070766,154.9927542,35.5,119.4927542,359.6143224,395.1143224,30.1186597,23.22019258,,,,,,,,
14450,29133,Mississippi County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
18400,29135,Moniteau County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15500,29137,Monroe County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29139,Montgomery County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29141,Morgan County,20274,0,362.5489605,106.2925113,31.5,74.7925113,256.2564492,287.7564492,29.31811227,20.6296306,,,,,,,,
14450,29143,New Madrid County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15200,29145,Newton County,58897,0,1292.095088,332.3616136,132.5,199.8616136,959.7334747,1092.233475,25.72268996,15.46802673,,,,,,,,
17600,29147,Nodaway County,23371,0,1426.994304,550.2392295,135,415.2392295,876.7550741,1011.755074,38.55931506,29.09887085,,,,,,,,
14450,29149,Oregon County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
20450,29151,Osage County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29153,Ozark County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29155,Pemiscot County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
17500,29157,Perry County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15750,29159,Pettis County,42192,0,1319.088157,379.5488737,276,103.5488737,939.5392836,1215.539284,28.77357905,7.850034367,,,,,,,,
16650,29161,Phelps County,45000,0,1849.930001,807.9535965,325,482.9535965,1041.976405,1366.976405,43.67481991,26.10658761,,,,,,,,
16350,29163,Pike County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
21350,29165,Platte County,92089,0,2091.794868,536.0249464,237,299.0249464,1555.769922,1792.769922,25.62512006,14.2951372,,,,,,,,
14450,29167,Polk County,31064,0,1076.244195,308.3013023,23.5,284.8013023,767.9428924,791.4428924,28.64603626,26.46251693,,,,,,,,
16900,29169,Pulaski County,53489,0,1273.067317,382.0614813,99.5,282.5614813,891.0058361,990.5058361,30.01109809,22.19532915,,,,,,,,
14450,29171,Putnam County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
17400,29173,Ralls County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29175,Randolph County,25153,0,497.5979295,176.3353242,217.5,0,321.2626053,497.5979295,35.43731067,0,,,,,,,,
21350,29177,Ray County,23144,0,547.8207413,140.9933796,188.5,0,406.8273617,547.8207413,25.7371379,0,,,,,,,,
14450,29179,Reynolds County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29181,Ripley County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
20750,29183,St. Charles County,368984,0,4320.333333,705.6666667,815.5,0,3614.666667,4320.333333,16.33361623,0,,,,,,,,
14450,29185,St. Clair County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
17450,29186,Ste. Genevieve County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15200,29187,St. Francois County,65881,0,1725.775728,446.7085666,320.5,126.2085666,1279.067161,1599.567161,25.88450859,7.313149941,,,,,,,,
20750,29189,St. Louis County,1000363,0,29834.57682,6200.134692,6804,0,23634.44213,29834.57682,20.78170818,0,,,,,,,,
14700,29195,Saline County,23333,0,609.9914008,176.3842211,212.5,0,433.6071796,609.9914008,28.91585372,0,,,,,,,,
14450,29197,Schuyler County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15800,29199,Scotland County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15000,29201,Scott County,39215,0,1162.656083,390.6268344,523,0,772.0292486,1162.656083,33.59779733,0,,,,,,,,
14450,29203,Shannon County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29205,Shelby County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14650,29207,Stoddard County,29823,0,982.8217179,440.2795852,219.5,220.7795852,542.5421327,762.0421327,44.79750266,22.46384885,,,,,,,,
14950,29209,Stone County,31607,0,687.9674649,250.0065574,34.5,215.5065574,437.9609075,472.4609075,36.3398809,31.32510887,,,,,,,,
14450,29211,Sullivan County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15200,29213,Taney County,53114,0,2066.026412,751.9861717,138,613.9861717,1314.04024,1452.04024,36.3977037,29.71821503,,,,,,,,
14450,29215,Texas County,25778,0,802.9654029,338.5444693,178,160.5444693,464.4209335,642.4209335,42.16177535,19.99394603,,,,,,,,
14450,29217,Vernon County,20911,0,569.367663,199.6316545,159.5,40.13165454,369.7360084,529.2360084,35.06199377,7.04846045,,,,,,,,
20750,29219,Warren County,32812,0,809.3234668,344.7385497,218,126.7385497,464.5849171,682.5849171,42.59589198,15.65981402,,,,,,,,
14450,29221,Washington County,25131,0,372.9200838,106.3484023,165,0,266.5716815,372.9200838,28.51774601,0,,,,,,,,
14450,29223,Wayne County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
15950,29225,Webster County,36363,0,568.0081778,150.1040324,71,79.10403237,417.9041455,488.9041455,26.42638579,13.92656575,,,,,,,,
14450,29227,Worth County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
14450,29229,Wright County,,1,,,,,,,,,16964.17739,6396.051299,3744,2652.051299,10568.12609,14312.12609,37.70327998,15.63324432
20750,29510,St. Louis city,318892,0,29888.81648,8594.772409,8855.5,0,21294.04408,29888.81648,28.75581378,0,,,,,,,,
16900,30001,Beaverhead County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30003,Big Horn County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30005,Blaine County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30007,Broadwater County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
19100,30009,Carbon County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30011,Carter County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17800,30013,Cascade County,81975,0,2598.354809,1149.044845,949,200.0448447,1449.309965,2398.309965,44.22201466,7.69890409,,,,,,,,
16600,30015,Chouteau County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30017,Custer County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30019,Daniels County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
18800,30021,Dawson County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30023,Deer Lodge County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
18800,30025,Fallon County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30027,Fergus County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30029,Flathead County,91960,0,3285.473184,1515.200584,355,1160.200584,1770.2726,2125.2726,46.11818448,35.31304379,,,,,,,,
20450,30031,Gallatin County,92907,0,2941.442774,770.8516964,356,414.8516964,2170.591077,2526.591077,26.20658485,14.10368069,,,,,,,,
17350,30033,Garfield County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30035,Glacier County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30037,Golden Valley County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30039,Granite County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17850,30041,Hill County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
21400,30043,Jefferson County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17350,30045,Judith Basin County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30047,Lake County,29024,0,750.2496079,256.9676378,70,186.9676378,493.2819701,563.2819701,34.25095262,24.92072449,,,,,,,,
20900,30049,Lewis and Clark County,64819,0,1954.628115,977.1675418,738.5,238.6675418,977.4605732,1715.960573,49.99250417,12.21038109,,,,,,,,
16600,30051,Liberty County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30053,Lincoln County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17800,30055,McCone County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16750,30057,Madison County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30059,Meagher County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30061,Mineral County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
18850,30063,Missoula County,111024,0,5447.569025,1794.015853,798.5,995.5158528,3653.553172,4452.053172,32.93241159,18.27449727,,,,,,,,
16600,30065,Musselshell County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30067,Park County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30069,Petroleum County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17650,30071,Phillips County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30073,Pondera County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30075,Powder River County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30077,Powell County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30079,Prairie County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16900,30081,Ravalli County,40612,0,1073.005683,352.8894002,83.5,269.3894002,720.1162833,803.6162833,32.88793392,25.10605529,,,,,,,,
17900,30083,Richland County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30085,Roosevelt County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17950,30087,Rosebud County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30089,Sanders County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17650,30091,Sheridan County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16700,30093,Silver Bow County,34457,0,1468.126038,733.3534861,456,277.3534861,734.7725522,1190.772552,49.95167084,18.89166726,,,,,,,,
20850,30095,Stillwater County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
18050,30097,Sweet Grass County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30099,Teton County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17450,30101,Toole County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30103,Treasure County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
17250,30105,Valley County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30107,Wheatland County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
16600,30109,Wibaux County,,1,,,,,,,,,6107.824704,3168.362157,1272,1896.362157,2939.462547,4211.462547,51.87382268,31.04807765
19100,30111,Yellowstone County,151974,0,5290.659394,1675.1468,1306,369.1468003,3615.512593,4921.512593,31.66234444,6.977330666,,,,,,,,
18250,31001,Adams County,31405,0,788.2056716,298.2015012,312,0,490.0041704,788.2056716,37.83295553,0,,,,,,,,
17100,31003,Antelope County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31005,Arthur County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31007,Banner County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31009,Blaine County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31011,Boone County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31013,Box Butte County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31015,Boyd County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31017,Brown County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
19350,31019,Buffalo County,47428,0,1370.9917,518.8030803,338,180.8030803,852.18862,1190.18862,37.84144574,13.18775893,,,,,,,,
17450,31021,Burt County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
18350,31023,Butler County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
21800,31025,Cass County,25247,0,388.9400029,97.92469862,57,40.92469862,291.0153043,348.0153043,25.17732758,10.52211095,,,,,,,,
17100,31027,Cedar County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31029,Chase County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31031,Cherry County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
18800,31033,Cheyenne County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
17100,31035,Clay County,,1,,,,,,,,,8193.921158,3630.631861,1791,1839.631861,4563.289297,6354.289297,44.30884543,22.45117844
