l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,MinEli,MaxEli,min_max_same,USDA
11350,30109,,,,MT,Wibaux County,,,,,,,,,,,,,,,,,,24315,13011,4268,4313,46.489821098,11304,612,15572,64.042771951,1006370,11304,15572,13011,8743,8743,64.042771951,46.489821098,11350,13100,,
14200,30111,4076,2804,68.792934249,MT,Yellowstone County,151965,0,1272,2804,1272,68.792934249,1067,965,102,0,1756,1756,1048,2320,2320,43.081452404,43.081452404,,,,,,,,,,,,,,,,,,,,,
12800,31001,,,,NE,Adams County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31003,,,,NE,Antelope County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31005,,,,NE,Arthur County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31007,,,,NE,Banner County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31009,,,,NE,Blaine County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31011,,,,NE,Boone County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31013,,,,NE,Box Butte County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31015,,,,NE,Boyd County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31017,,,,NE,Brown County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
13400,31019,1201.1707569,937.08628261,78.014410293,NE,Buffalo County,47388,0,264.0844743,937.08628261,264.0844743,78.014410293,327,251,76,0,610.08628261,610.08628261,327,591.0844743,591.0844743,50.790970318,50.790970318,,,,,,,,,,,,,,,,,,,,,
12800,31021,,,,NE,Burt County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31023,,,,NE,Butler County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
16850,31025,,,,NE,Cass County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31027,,,,NE,Cedar County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31029,,,,NE,Chase County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31031,,,,NE,Cherry County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31033,,,,NE,Cheyenne County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31035,,,,NE,Clay County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31037,,,,NE,Colfax County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31039,,,,NE,Cuming County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31041,,,,NE,Custer County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
14450,31043,,,,NE,Dakota County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31045,,,,NE,Dawes County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31047,,,,NE,Dawson County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31049,,,,NE,Deuel County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31051,,,,NE,Dixon County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31053,,,,NE,Dodge County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
16850,31055,14144,9117,64.458427602,NE,Douglas County,531057,0,5027,9117,5027,64.458427602,4871,3735,1136,0,4339,4339,4778,9805,9805,30.677319005,30.677319005,,,,,,,,,,,,,,,,,,,,,
12800,31057,,,,NE,Dundy County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31059,,,,NE,Fillmore County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31061,,,,NE,Franklin County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31063,,,,NE,Frontier County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31065,,,,NE,Furnas County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31067,,,,NE,Gage County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31069,,,,NE,Garden County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31071,,,,NE,Garfield County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31073,,,,NE,Gosper County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31075,,,,NE,Grant County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31077,,,,NE,Greeley County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
14450,31079,1710.3291866,1329.5132376,77.734347753,NE,Hall County,60223,0,380.81594896,1329.5132376,380.81594896,77.734347753,470,332,138,0,866.51323764,866.51323764,463,843.81594896,843.81594896,50.663535676,50.663535676,,,,,,,,,,,,,,,,,,,,,
12800,31081,,,,NE,Hamilton County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31083,,,,NE,Harlan County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31085,,,,NE,Hayes County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31087,,,,NE,Hitchcock County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31089,,,,NE,Holt County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31091,,,,NE,Hooker County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31093,,,,NE,Howard County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31095,,,,NE,Jefferson County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31097,,,,NE,Johnson County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31099,,,,NE,Kearney County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31101,,,,NE,Keith County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31103,,,,NE,Keya Paha County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31105,,,,NE,Kimball County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31107,,,,NE,Knox County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
15300,31109,8880,2876,32.387387387,NE,Lancaster County,293726,0,6004,2876,6004,32.387387387,797,730,67,0,2080,2080,796,6800,6800,23.423423423,23.423423423,,,,,,,,,,,,,,,,,,,,,
12800,31111,917.72032123,845.32891061,92.111822203,NE,Lincoln County,36054,0,72.391410615,845.32891061,72.391410615,92.111822203,272,194,78,0,576.32891061,576.32891061,269,341.39141061,341.39141061,62.800059809,62.800059809,,,,,,,,,,,,,,,,,,,,,
12800,31113,,,,NE,Logan County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31115,,,,NE,Loup County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31117,,,,NE,McPherson County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31119,994.58979287,865.37027546,87.007757537,NE,Madison County,35103,0,129.2195174,865.37027546,129.2195174,87.007757537,270,263,7,0,615.37027546,615.37027546,250,379.2195174,379.2195174,61.871766619,61.871766619,,,,,,,,,,,,,,,,,,,,,
12800,31121,,,,NE,Merrick County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31123,,,,NE,Morrill County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31125,,,,NE,Nance County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31127,,,,NE,Nemaha County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31129,,,,NE,Nuckolls County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31131,,,,NE,Otoe County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31133,,,,NE,Pawnee County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31135,,,,NE,Perkins County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31137,,,,NE,Phelps County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31139,,,,NE,Pierce County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31141,,,,NE,Platte County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31143,,,,NE,Polk County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31145,,,,NE,Red Willow County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31147,,,,NE,Richardson County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31149,,,,NE,Rock County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31151,,,,NE,Saline County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
16850,31153,,,,NE,Sarpy County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31155,,,,NE,Saunders County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31157,1189.4683009,1139.1665258,95.771070561,NE,Scotts Bluff County,36844,0,50.301775148,1139.1665258,50.301775148,95.771070561,279,226,53,0,861.16652578,861.16652578,278,328.30177515,328.30177515,72.39928337,72.39928337,,,,,,,,,,,,,,,,,,,,,
12800,31159,,,,NE,Seward County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31161,,,,NE,Sheridan County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31163,,,,NE,Sherman County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31165,,,,NE,Sioux County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31167,,,,NE,Stanton County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31169,,,,NE,Thayer County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31171,,,,NE,Thomas County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31173,,,,NE,Thurston County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31175,,,,NE,Valley County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
16850,31177,,,,NE,Washington County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31179,,,,NE,Wayne County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31181,,,,NE,Webster County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31183,,,,NE,Wheeler County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
12800,31185,,,,NE,York County,,,,,,,,,,,,,,,,,,41271,22219,7950,8096,46.163165419,19052,2273,27002,65.426086114,1855617,19052,27002,22219,14269,14269,65.426086114,46.163165419,12800,16850,,
16050,32001,,,,NV,Churchill County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16050,32003,35284,12341,34.976193175,NV,Clark County,2003613,0,22943,12341,22943,34.976193175,7006,5716,1290,0,5336,5336,7005,29948,29948,15.123001927,15.123001927,,,,,,,,,,,,,,,,,,,,,
17500,32005,,,,NV,Douglas County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
17550,32007,1075.7816182,940.22780833,87.399504918,NV,Elko County,50991,0,135.5538099,940.22780833,135.5538099,87.399504918,70,70,0,0,870.22780833,870.22780833,70,205.5538099,205.5538099,80.892608089,80.892608089,,,,,,,,,,,,,,,,,,,,,
16050,32009,,,,NV,Esmeralda County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
17150,32011,,,,NV,Eureka County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16700,32013,,,,NV,Humboldt County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16350,32015,,,,NV,Lander County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16050,32017,,,,NV,Lincoln County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16050,32019,,,,NV,Lyon County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16050,32021,,,,NV,Mineral County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16050,32023,873.95522388,764.96517413,87.529103692,NV,Nye County,42938,0,108.99004975,764.96517413,108.99004975,87.529103692,58,58,0,0,706.96517413,706.96517413,58,166.99004975,166.99004975,80.892608089,80.892608089,,,,,,,,,,,,,,,,,,,,,
16050,32027,,,,NV,Pershing County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
17150,32029,,,,NV,Storey County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
17200,32031,10591,4585,43.291473893,NV,Washoe County,429985,0,6006,4585,6006,43.291473893,2365,2085,280,0,2220,2220,2365,8371,8371,20.961193466,20.961193466,,,,,,,,,,,,,,,,,,,,,
16050,32033,,,,NV,White Pine County,,,,,,,,,,,,,,,,,,52261,39409,8639,8642,24.591951934,12852,1570,21491,41.122443122,2761584,12852,21491,39409,30770,30770,41.122443122,24.591951934,16050,17500,,
16800,32510,1503.0876458,837.25255102,55.702177672,NV,Carson City,54634,0,665.83509475,837.25255102,665.83509475,55.702177672,395,395,0,0,443.25255102,443.25255102,394,1059.8350948,1059.8350948,29.489468047,29.489468047,,,,,,,,,,,,,,,,,,,,,
14050,33001,1123.38631,796.23288749,70.877923329,NH,Belknap County,60252,0,327.1534225,796.23288749,327.1534225,70.877923329,354,324,30,0,442.23288749,442.23288749,354,681.1534225,681.1534225,39.366056321,39.366056321,,,,,,,,,,,,,,,,,,,,,
14050,33003,,,,NH,Carroll County,,,,,,,,,,,,,,,,,,25031,14429,6771,6782,42.355479206,10602,1647,17373,69.405936639,1321069,10602,17373,14429,7658,7658,69.405936639,42.355479206,14050,14050,1,
14050,33005,1539.7984899,958.60028315,62.254917736,NH,Cheshire County,76596,0,581.1982067,958.60028315,581.1982067,62.254917736,283,283,0,0,678.60028315,678.60028315,280,861.1982067,861.1982067,44.070720138,44.070720138,,,,,,,,,,,,,,,,,,,,,
14050,33007,,,,NH,Coos County,,,,,,,,,,,,,,,,,,25031,14429,6771,6782,42.355479206,10602,1647,17373,69.405936639,1321069,10602,17373,14429,7658,7658,69.405936639,42.355479206,14050,14050,1,
14050,33009,1814.5221584,1199.3132032,66.095263573,NH,Grafton County,89360,0,615.20895522,1199.3132032,615.20895522,66.095263573,347,303,44,0,852.31320321,852.31320321,347,962.20895522,962.20895522,46.971771563,46.971771563,,,,,,,,,,,,,,,,,,,,,
18100,33011,9064.2802379,5870.362608,64.763692802,NH,Hillsborough County,402776,0,3193.9176299,5870.362608,3193.9176299,64.763692802,2904,2151,753,0,2968.362608,2968.362608,2902,6095.9176299,6095.9176299,32.747913018,32.747913018,,,,,,,,,,,,,,,,,,,,,
16275,33013,2761.8056648,2042.007081,73.937392013,NH,Merrimack County,146880,0,719.79858379,2042.007081,719.79858379,73.937392013,1011,883,128,0,1034.007081,1034.007081,1008,1727.7985838,1727.7985838,37.439530746,37.439530746,,,,,,,,,,,,,,,,,,,,,
16950,33015,3704.7197621,2570.637392,69.388173926,NH,Rockingham County,297702,0,1134.0823701,2570.637392,1134.0823701,69.388173926,1345,1060,285,0,1226.637392,1226.637392,1344,2478.0823701,2478.0823701,33.110126291,33.110126291,,,,,,,,,,,,,,,,,,,,,
15275,33017,2721,1816,66.740169055,NH,Strafford County,124387,0,905,1816,905,66.740169055,1061,696,365,0,756,756,1060,1965,1965,27.783902977,27.783902977,,,,,,,,,,,,,,,,,,,,,
14050,33019,,,,NH,Sullivan County,,,,,,,,,,,,,,,,,,25031,14429,6771,6782,42.355479206,10602,1647,17373,69.405936639,1321069,10602,17373,14429,7658,7658,69.405936639,42.355479206,14050,14050,1,
14850,34001,6723,4631,68.882939164,NJ,Atlantic County,275325,0,2092,4631,2092,68.882939164,2779,1950,829,0,1852,1852,2779,4871,4871,27.547225941,27.547225941,,,,,,,,,,,,,,,,,,,,,
21800,34003,19474,9746,50.046215467,NJ,Bergen County,920456,0,9728,9746,9728,50.046215467,6297,4846,1451,0,3484,3484,6262,15990,15990,17.890520694,17.890520694,,,,,,,,,,,,,,,,,,,,,
