l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,usda,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_usda,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,ST_over_flag,MinEli,MaxEli,min_max_same
16700,42033,1645.6645508,1139.6657927,69.252618473,PA,Clearfield County,81472,128,0,505.99875811,1267.6657927,377.99875811,77.030631309,606,392,214,0,662.66579274,534.66579274,605,982.99875811,1110.9987581,40.267367514,32.489354678,,,,,,,,,,,,,,,,,,,,,,
16700,42035,,,,PA,Clinton County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16850,42037,1387.1556588,548.12545636,39.514343821,PA,Columbia County,67089,107,0,839.03020246,655.12545636,732.03020246,47.227969853,310,279,31,0,345.12545636,238.12545636,310,1042.0302025,1149.0302025,24.880081349,17.166455318,,,,,,,,,,,,,,,,,,,,,,
16700,42039,2537.0845595,1138.535109,44.87572575,PA,Crawford County,87801,98,0,1398.5494505,1236.535109,1300.5494505,48.738427118,717,441,276,0,519.53510896,421.53510896,717,2017.5494505,2115.5494505,20.477642616,16.614941247,,,,,,,,,,,,,,,,,,,,,,
22050,42041,3143.7936262,2541.5658915,80.843916417,PA,Cumberland County,239420,152,0,602.22773471,2693.5658915,450.22773471,85.678839382,1452,1294,158,0,1248.5658915,1096.5658915,1445,1895.2277347,2047.2277347,39.715262512,34.880339547,,,,,,,,,,,,,,,,,,,,,,
22050,42043,6548,4662,71.197312156,PA,Dauphin County,269946,56,0,1886,4718,1830,72.052535125,4093,2420,1673,0,627,571,4091,5921,5977,9.5754428833,8.7202199145,,,,,,,,,,,,,,,,,,,,,,
24450,42045,17351,8635,49.766584059,PA,Delaware County,560775,0,0,8716,8635,8716,49.766584059,5650,4640,1010,0,2989,2989,5646,14362,14362,17.226672814,17.226672814,,,,,,,,,,,,,,,,,,,,,,
16850,42047,,,,PA,Elk County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
17600,42049,6401,3877,60.568661147,PA,Erie County,280132,201,0,2524,4078,2323,63.708795501,3621,2293,1328,0,457,256,3621,5944,6145,7.1395094516,3.9993750976,,,,,,,,,,,,,,,,,,,,,,
19450,42051,3410,3160,92.668621701,PA,Fayette County,135376,128,0,250,3288,122,96.42228739,2444,1391,1053,0,845,717,2443,2565,2693,24.780058651,21.026392962,,,,,,,,,,,,,,,,,,,,,,
16700,42053,,,,PA,Forest County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
19250,42055,2770.9122946,1254.2823203,45.266041902,PA,Franklin County,151517,191,0,1516.6299743,1445.2823203,1325.6299743,52.159078552,683,440,243,0,762.28232033,571.28232033,683,2008.6299743,2199.6299743,27.510156919,20.617120269,,,,,,,,,,,,,,,,,,,,,,
17200,42057,,,,PA,Fulton County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16700,42059,1142.385464,740.26086957,64.799570102,PA,Greene County,38171,30,0,402.12459442,770.26086957,372.12459442,67.425653936,416,246,170,0,354.26086957,324.26086957,416,788.12459442,818.12459442,31.010624761,28.384540927,,,,,,,,,,,,,,,,,,,,,,
16700,42061,,,,PA,Huntingdon County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16700,42063,2741.7598018,1197.7442321,43.685235713,PA,Indiana County,88301,152,0,1544.0155697,1349.7442321,1392.0155697,49.229120334,503,424,79,0,846.74423213,694.74423213,503,1895.0155697,2047.0155697,30.88323899,25.339354369,,,,,,,,,,,,,,,,,,,,,,
16700,42065,1081.8701173,534.98617586,49.450129667,PA,Jefferson County,44935,93,0,546.88394149,627.98617586,453.88394149,58.046355638,454,269,185,0,175.98617586,82.986175856,452,905.88394149,998.88394149,16.266848768,7.6706227971,,,,,,,,,,,,,,,,,,,,,,
16700,42067,,,,PA,Juniata County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
17650,42069,4664.1241649,3437.7475236,73.706175094,PA,Lackawanna County,214023,0,0,1226.3766413,3437.7475236,1226.3766413,73.706175094,3496,1987,1509,0,-58.25247639,-58.25247639,3496,4722.3766413,4722.3766413,-1.248947805,-1.248947805,,,,,,,,,,,,,,,,,,,,,,
20850,42071,7429,3587,48.28375286,PA,Lancaster County,526839,199,0,3842,3786,3643,50.962444474,2701,2273,428,0,1085,886,2701,6344,6543,14.604926639,11.926235025,,,,,,,,,,,,,,,,,,,,,,
16750,42073,1411.3628256,1421.2964093,100.7038292,PA,Lawrence County,89859,22,0,-9.933583666,1443.2964093,-31.93358367,100,1276,659,617,1,167.29640929,145.29640929,1276,1244.0664163,1266.0664163,11.853536614,10.294759551,,,,,,,,,,,,,,,,,,,,,,
19700,42075,2492,1532,61.476725522,PA,Lebanon County,135184,22,0,960,1554,938,62.359550562,1126,889,237,0,429,407,1125,2063,2085,17.215088283,16.332263242,,,,,,,,,,,,,,,,,,,,,,
22000,42077,9898.9556481,5605.3205422,56.625372832,PA,Lehigh County,354537,29,0,4293.6351059,5634.3205422,4264.6351059,56.918333029,4000,2814,1186,0,1649.3205422,1620.3205422,3985,8249.6351059,8278.6351059,16.661561086,16.368600889,,,,,,,,,,,,,,,,,,,,,,
17650,42079,9205.8443412,7498.8745436,81.457759503,PA,Luzerne County,320392,82,0,1706.9697975,7580.8745436,1624.9697975,82.348498005,5129,3338,1791,0,2451.8745436,2369.8745436,5129,6753.9697975,6835.9697975,26.633890959,25.743152456,,,,,,,,,,,,,,,,,,,,,,
16700,42081,2082.6611879,1280.6865895,61.492795703,PA,Lycoming County,116676,151,0,801.97459843,1431.6865895,650.97459843,68.743134879,956,646,310,0,475.68658947,324.68658947,956,1606.9745984,1757.9745984,22.840325264,15.589986089,,,,,,,,,,,,,,,,,,,,,,
16700,42083,1105.9322478,840.12418932,75.965249315,PA,McKean County,43024,43,0,265.80805851,883.12418932,222.80805851,79.853371764,589,337,252,0,294.12418932,251.12418932,589,811.80805851,854.80805851,26.595136356,22.707013907,,,,,,,,,,,,,,,,,,,,,,
17050,42085,3138,2348,74.824729127,PA,Mercer County,115739,130,0,790,2478,660,78.96749522,1472,1043,429,0,1007,877,1471,2131,2261,32.090503505,27.947737412,,,,,,,,,,,,,,,,,,,,,,
16700,42087,964.72275862,602.73241379,62.477267008,PA,Mifflin County,46705,141,0,361.99034483,743.73241379,220.99034483,77.092864986,343,156,187,0,400.73241379,259.73241379,343,563.99034483,704.99034483,41.538608912,26.923010935,,,,,,,,,,,,,,,,,,,,,,
20650,42089,2823,1113,39.426142402,PA,Monroe County,168342,0,0,1710,1113,1710,39.426142402,703,485,218,0,410,410,703,2413,2413,14.5235565,14.5235565,,,,,,,,,,,,,,,,,,,,,,
24450,42091,13445,6950,51.69207884,PA,Montgomery County,809372,66,0,6495,7016,6429,52.182967646,4162,3657,505,0,2863,2797,4153,10582,10648,21.294161398,20.803272592,,,,,,,,,,,,,,,,,,,,,,
18800,42093,,,,PA,Montour County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
22000,42095,4711.815487,3775.1572034,80.121074643,PA,Northampton County,299225,51,0,936.65828364,3826.1572034,885.65828364,81.203459981,3369,2083,1286,0,457.15720335,406.15720335,3369,4254.6582836,4305.6582836,9.7023579258,8.6199725875,,,,,,,,,,,,,,,,,,,,,,
16700,42097,3027.5447926,1797.4112974,59.368611221,PA,Northumberland County,94294,165,0,1230.1334951,1962.4112974,1065.1334951,64.818571875,1110,764,346,0,852.41129744,687.41129744,1110,2175.1334951,2340.1334951,28.155200198,22.705239543,,,,,,,,,,,,,,,,,,,,,,
22050,42099,,,,PA,Perry County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
24450,42101,73910,34773,47.04776079,PA,Philadelphia County,1546920,0,0,39137,34773,39137,47.04776079,22101,11151,10950,0,12840,12840,21933,61070,61070,17.372480043,17.372480043,,,,,,,,,,,,,,,,,,,,,,
19700,42103,923.066103,617.35626441,66.881045941,PA,Pike County,56883,0,0,305.70983859,617.35626441,305.70983859,66.881045941,287,287,0,0,330.35626441,330.35626441,287,592.70983859,592.70983859,35.789014821,35.789014821,,,,,,,,,,,,,,,,,,,,,,
16700,42105,,,,PA,Potter County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16700,42107,3116,2054,65.917843389,PA,Schuylkill County,147146,309,0,1062,2363,753,75.834403081,1477,816,661,0,886,577,1477,2230,2539,28.433889602,18.51732991,,,,,,,,,,,,,,,,,,,,,,
16700,42109,,,,PA,Snyder County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16700,42111,818.75505294,622.26828681,76.001764457,PA,Somerset County,77011,147,0,196.48676612,769.26828681,49.486766121,93.955852126,486,358,128,0,283.26828681,136.26828681,486,535.48676612,682.48676612,34.597439832,16.643352163,,,,,,,,,,,,,,,,,,,,,,
16700,42113,,,,PA,Sullivan County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16700,42115,,,,PA,Susquehanna County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16700,42117,1038.2262891,567.19129834,54.630797185,PA,Tioga County,42358,27,0,471.03499079,594.19129834,444.03499079,57.231386313,347,128,219,0,249.19129834,222.19129834,345,789.03499079,816.03499079,24.001636344,21.401047216,,,,,,,,,,,,,,,,,,,,,,
17500,42119,,,,PA,Union County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
16700,42121,1815.3292075,1037.6687028,57.16146132,PA,Venango County,54265,97,0,777.66050474,1134.6687028,680.66050474,62.504844745,737,589,148,0,398.66870278,301.66870278,736,1416.6605047,1513.6605047,21.961234421,16.617850995,,,,,,,,,,,,,,,,,,,,,,
16700,42123,,,,PA,Warren County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
19450,42125,4384.614536,2789.7391304,63.625641605,PA,Washington County,208157,0,0,1594.8754056,2789.7391304,1594.8754056,63.625641605,1939,1366,573,0,850.73913043,850.73913043,1939,3533.8754056,3533.8754056,19.402826028,19.402826028,,,,,,,,,,,,,,,,,,,,,,
16850,42127,731.31168332,486.72924673,66.555650325,PA,Wayne County,51967,98,0,244.58243659,584.72924673,146.58243659,79.956229344,225,225,0,0,359.72924673,261.72924673,225,371.58243659,469.58243659,49.18959384,35.789014821,,,,,,,,,,,,,,,,,,,,,,
19450,42129,10098,7572,74.985145573,PA,Westmoreland County,362587,353,0,2526,7925,2173,78.480887304,4015,2863,1152,0,3910,3557,4015,6188,6541,38.720538721,35.22479699,,,,,,,,,,,,,,,,,,,,,,
17650,42131,,,,PA,Wyoming County,,,,,,,,,,,,,,,,,,,334292,230204,83797,84062,31.136850418,104088,42401,187885,56.203857705,6200,12758729,110288,194085,224004,146407,140207,58.058523686,32.991516399,0,16700,22050,
21100,42133,6401,3443,53.788470551,PA,York County,438052,105,0,2958,3548,2853,55.428839244,2386,1625,761,0,1166,1061,2382,5235,5340,18.215903765,16.575535073,,,,,,,,,,,,,,,,,,,,,,
22700,44001,1781.8419998,1103.0808867,61.906773262,RI,Bristol County,49338,0,0,678.76111308,1103.0808867,678.76111308,61.906773262,539,367,172,0,564.08088669,564.08088669,539,1217.7611131,1217.7611131,31.657177615,31.657177615,,,,,,,,,,,,,,,,,,,,,,
22700,44003,3060,3051,99.705882353,RI,Kent County,165253,0,0,9,3051,9,99.705882353,2563,1962,601,0,488,488,2563,2572,2572,15.947712418,15.947712418,,,,,,,,,,,,,,,,,,,,,,
24900,44005,3500.1580002,2790.9191133,79.736946536,RI,Newport County,82772,120,0,709.23888692,2910.9191133,589.23888692,83.165363195,1955,1345,610,0,955.91911331,835.91911331,1955,2544.2388869,2664.2388869,27.310741779,23.882325119,,,,,,,,,,,,,,,,,,,,,,
22700,44007,23917,24440,102.1867291,RI,Providence County,629280,214,0,-523,24654,-737,100,19399,14196,5203,1,5261,5047,19393,18656,18870,21.996905966,21.102144918,,,,,,,,,,,,,,,,,,,,,,
22700,44009,6560,4440,67.682926829,RI,Washington County,126609,270,0,2120,4710,1850,71.798780488,1424,1324,100,0,3286,3016,1424,3274,3544,50.091463415,45.975609756,,,,,,,,,,,,,,,,,,,,,,
14500,45001,,,,SC,Abbeville County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
17350,45003,5243.7750381,2691.4796645,51.327138271,SC,Aiken County,162991,28,0,2552.2953737,2719.4796645,2524.2953737,51.861104733,1448,1193,255,0,1271.4796645,1243.4796645,1448,3972.2953737,4000.2953737,24.247410601,23.713444139,,,,,,,,,,,,,,,,,,,,,,
14500,45005,,,,SC,Allendale County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
16850,45007,3486,2998,86.001147447,SC,Anderson County,189763,146,0,488,3144,342,90.189328744,1997,1688,309,0,1147,1001,1997,2339,2485,32.903040734,28.714859438,,,,,,,,,,,,,,,,,,,,,,
14500,45009,,,,SC,Bamberg County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
15100,45011,,,,SC,Barnwell County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
20950,45013,4225.4519041,2769.2799626,65.53807795,SC,Beaufort County,168453,17,0,1456.1719415,2786.2799626,1439.1719415,65.940401781,855,671,184,0,1931.2799626,1914.2799626,855,2294.1719415,2311.1719415,45.705879666,45.303555835,,,,,,,,,,,,,,,,,,,,,,
18900,45015,2525.3972667,1036.9028332,41.05899879,SC,Berkeley County,188835,96,0,1488.4944335,1132.9028332,1392.4944335,44.860380904,621,507,114,0,516.90283315,420.90283315,616,2008.4944335,2104.4944335,20.468179006,16.666796892,,,,,,,,,,,,,,,,,,,,,,
19350,45017,,,,SC,Calhoun County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
18900,45019,8076.9548571,5902.0251179,73.072404419,SC,Charleston County,365674,0,0,2174.9297392,5902.0251179,2174.9297392,73.072404419,5272,3610,1662,0,630.02511787,630.02511787,5272,7446.9297392,7446.9297392,7.8002802915,7.8002802915,,,,,,,,,,,,,,,,,,,,,,
14750,45021,1495.1457089,857.68101575,57.364376641,SC,Cherokee County,55707,267,0,637.4646931,1124.6810158,370.4646931,75.222167919,470,261,209,0,654.68101575,387.68101575,470,840.4646931,1107.4646931,43.78710462,25.929313341,,,,,,,,,,,,,,,,,,,,,,
14500,45023,,,,SC,Chester County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14500,45025,1722.7818905,881.50229428,51.16737639,SC,Chesterfield County,46333,148,0,841.27959621,1029.5022943,693.27959621,59.75813305,360,184,176,0,669.50229428,521.50229428,360,1053.2795962,1201.2795962,38.86169793,30.27094127,,,,,,,,,,,,,,,,,,,,,,
14500,45027,,,,SC,Clarendon County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14500,45029,1133.0879183,802.6841747,70.84041421,SC,Colleton County,38247,63,0,330.40374362,865.6841747,267.40374362,76.400441723,290,290,0,0,575.6841747,512.6841747,290,557.40374362,620.40374362,50.806664284,45.246636771,,,,,,,,,,,,,,,,,,,,,,
15000,45031,1861.5932002,1179.3273374,63.35043216,SC,Darlington County,68161,194,0,682.26586282,1373.3273374,488.26586282,73.771613328,651,464,187,0,723.32733742,529.32733742,650,1138.2658628,1332.2658628,38.855284674,28.434103506,,,,,,,,,,,,,,,,,,,,,,
14500,45033,,,,SC,Dillon County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
18900,45035,2016.6478763,1430.072049,70.913324324,SC,Dorchester County,142772,103,0,586.57582729,1533.072049,483.57582729,76.02080993,946,946,0,0,587.07204898,484.07204898,946,1429.5758273,1532.5758273,29.111281939,24.003796333,,,,,,,,,,,,,,,,,,,,,,
17350,45037,,,,SC,Edgefield County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
19350,45039,,,,SC,Fairfield County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
15550,45041,4214.4067998,2284.6726626,54.211014056,SC,Florence County,138058,201,0,1929.7341372,2485.6726626,1728.7341372,58.980368547,1369,663,706,0,1116.6726626,915.67266258,1369,3097.7341372,3298.7341372,26.496556114,21.727201623,,,,,,,,,,,,,,,,,,,,,,
17300,45043,,,,SC,Georgetown County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
17700,45045,9464.550009,6533.0158587,69.026164503,SC,Greenville County,467087,88,0,2931.5341503,6621.0158587,2843.5341503,69.955949859,4319,3792,527,0,2317.0158587,2229.0158587,4304,7147.5341503,7235.5341503,24.480993354,23.551207998,,,,,,,,,,,,,,,,,,,,,,
15950,45047,3758.9638424,2470.849973,65.732209103,SC,Greenwood County,69708,80,0,1288.1138694,2550.849973,1208.1138694,67.860455167,1113,966,147,0,1438.849973,1358.849973,1112,2320.1138694,2400.1138694,38.277834886,36.149588822,,,,,,,,,,,,,,,,,,,,,,
14500,45049,,,,SC,Hampton County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
16500,45051,4182,2267,54.208512673,SC,Horry County,283280,283,0,1915,2550,1632,60.975609756,1342,1131,211,0,1208,925,1342,2974,3257,28.885700622,22.118603539,,,,,,,,,,,,,,,,,,,,,,
14500,45053,,,,SC,Jasper County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
17050,45055,,,,SC,Kershaw County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
15250,45057,2609.2933619,1386.4239829,53.134078487,SC,Lancaster County,79515,173,0,1222.869379,1559.4239829,1049.869379,59.764226041,466,330,136,0,1093.4239829,920.42398287,466,1515.869379,1688.869379,41.904984654,35.2748371,,,,,,,,,,,,,,,,,,,,,,
14800,45059,,,,SC,Laurens County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14500,45061,,,,SC,Lee County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
19350,45063,3940.6130693,2120.3516832,53.807660023,SC,Lexington County,270263,68,0,1820.2613861,2188.3516832,1752.2613861,55.533279839,1180,1147,33,0,1008.3516832,940.35168317,1180,2932.2613861,3000.2613861,25.588700678,23.863080862,,,,,,,,,,,,,,,,,,,,,,
14500,45065,,,,SC,McCormick County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14500,45067,,,,SC,Marion County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14500,45069,,,,SC,Marlboro County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
15750,45071,,,,SC,Newberry County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14750,45073,,,,SC,Oconee County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14500,45075,3437.9693704,2292.5655133,66.683709665,SC,Orangeburg County,91262,99,0,1145.4038571,2391.5655133,1046.4038571,69.563316472,894,737,157,0,1497.5655133,1398.5655133,894,1940.4038571,2039.4038571,43.5595944,40.679987593,,,,,,,,,,,,,,,,,,,,,,
17700,45077,2243.5959372,1033.9625905,46.085062526,SC,Pickens County,119577,31,0,1209.6333467,1064.9625905,1178.6333467,47.466772997,536,408,128,0,528.96259051,497.96259051,536,1714.6333467,1745.6333467,23.576553234,22.194842763,,,,,,,,,,,,,,,,,,,,,,
19350,45079,9217.6622457,7022.3728486,76.183881134,SC,Richland County,393707,65,0,2195.2893971,7087.3728486,2130.2893971,76.889049085,6137,4498,1639,0,951.37284857,886.37284857,6136,8266.2893971,8331.2893971,10.321194498,9.6160265471,,,,,,,,,,,,,,,,,,,,,,
19350,45081,,,,SC,Saluda County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
17050,45083,9353,4955,52.977654229,SC,Spartanburg County,288728,216,0,4398,5171,4182,55.287073666,2704,1623,1081,0,2474,2258,2697,6879,7095,26.451405966,24.141986528,,,,,,,,,,,,,,,,,,,,,,
14500,45085,3380.7443442,2434.9010069,72.022630493,SC,Sumter County,107782,90,0,945.84333726,2524.9010069,855.84333726,74.684766131,1090,844,246,0,1434.9010069,1344.9010069,1090,1945.8433373,2035.8433373,42.443345632,39.781209994,,,,,,,,,,,,,,,,,,,,,,
14500,45087,,,,SC,Union County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
14500,45089,,,,SC,Williamsburg County,,,,,,,,,,,,,,,,,,,108172,72525,31709,31740,32.953999186,35647,10839,67356,62.267499908,5861,4727273,41508,73217,66664,40816,34955,67.685722738,38.372222017,0,14500,19350,
20550,45091,4881,2357,48.289284983,SC,York County,235285,207,0,2524,2564,2317,52.530219217,1567,998,569,0,997,790,1567,3884,4091,20.426142184,16.185207949,,,,,,,,,,,,,,,,,,,,,,
17300,46003,,,,SD,Aurora County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
18250,46005,,,,SD,Beadle County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
16900,46007,,,,SD,Bennett County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
16900,46009,,,,SD,Bon Homme County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
20100,46011,1170.8443566,888.61466571,75.895199965,SD,Brookings County,32647,200,0,282.22969087,1088.6146657,82.22969087,92.976889677,339,327,12,0,752.61466571,552.61466571,336,418.22969087,618.22969087,64.279650961,47.197961249,,,,,,,,,,,,,,,,,,,,,,
18300,46013,983.73321109,926.14164566,94.145611352,SD,Brown County,37528,4,0,57.591565437,930.14164566,53.591565437,94.552225661,482,433,49,0,453.14164566,449.14164566,477,530.59156544,534.59156544,46.063469297,45.656854988,,,,,,,,,,,,,,,,,,,,,,
17750,46015,,,,SD,Brule County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
16900,46017,,,,SD,Buffalo County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
16900,46019,,,,SD,Butte County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
16900,46021,,,,SD,Campbell County,,,,,,,,,,,,,,,,,,,22130,12094,7586,7656,45.350203344,10036,831,17622,79.629462268,4375,834708,14411,21997,7719,4508,133,99.399005874,65.11974695,0,16900,20650,
